0,99,148
1,131,48
3,183,116
4,192,62
5,104,179
6,193,69
7,151,15
8,18,158
9,93,117
10,132,137
11,44,97
12,77,54
13,81,139
14,78,181
15,184,121
16,42,179
17,98,110
18,13,46
19,13,143
20,143,150
21,167,162
22,117,186
23,17,172
24,28,93
25,11,20
26,110,33
27,182,125
28,43,160
29,13,131
30,84,99
31,123,148
32,102,13
33,156,150
34,126,157
35,142,55
36,164,145
37,75,180
38,94,27
39,189,153
40,181,95
41,154,166
42,97,102
43,63,64
44,170,178
45,148,117
46,66,142
47,107,92
48,43,186
49,100,132
50,183,90
51,24,175
52,20,172
53,48,10
54,169,176
55,145,170
56,25,141
57,110,80
58,176,50
59,83,14
60,119,175
61,130,163
62,34,186
63,193,161
64,157,32
65,166,151
66,119,194
67,109,142
68,179,101
69,49,10
70,40,142
71,126,23
72,145,12
73,106,14
74,30,177
75,61,87
76,28,191
77,136,175
78,135,121
79,145,127
80,196,164
81,71,107
82,98,131
83,46,109
84,38,131
85,190,184
86,97,11
87,193,83
88,112,118
89,88,52
90,95,143
91,23,50
92,46,16
93,163,60
94,93,196
95,193,163
96,140,148
97,16,104
98,84,119
99,13,11
100,130,150
101,81,23
102,142,83
103,60,136
104,31,198
105,88,79
106,152,17
107,132,58
108,21,196
109,74,183
110,131,51
111,26,49
112,43,137
113,110,192
114,107,75
115,106,115
116,154,171
117,182,28
118,81,78
119,25,149
120,174,38
121,138,63
122,150,169
123,10,159
124,179,79
125,83,142
126,146,98
127,19,33
128,95,148
129,146,145
130,75,149
131,172,43
132,196,72
133,27,184
134,170,108
135,187,189
136,51,133
137,62,95
138,89,59
139,107,124
140,138,11
141,178,186
142,60,37
143,55,108
144,70,68
145,120,43
146,145,148
147,160,140
148,32,186
149,197,91
150,151,51
151,132,90
152,54,66
153,152,81
154,41,193
155,150,30
156,105,138
157,98,190
158,91,157
159,105,14
160,66,53
161,147,123
162,122,26
163,76,101
164,120,31
165,79,152
166,47,175
167,118,52
168,47,120
169,114,123
170,69,120
171,74,86
172,153,56
173,131,153
174,29,186
175,131,167
176,23,160
177,27,129
178,177,165
179,78,35
180,152,168
181,110,186
182,84,134
183,130,136
184,96,175
185,124,119
186,193,178
187,155,101
188,106,124
189,172,66
190,95,100
191,28,100
192,70,173
193,11,100
194,14,116
195,141,178
196,58,150
197,132,72
198,149,83
199,169,166
200,47,107
201,72,14
202,85,169
203,23,50
204,54,13
205,167,107
206,125,127
207,115,146
208,82,93
209,155,126
210,43,111
211,118,82
212,51,157
213,109,174
214,196,148
215,198,84
216,21,92
217,109,123
218,160,24
219,96,64
220,101,103
221,30,181
222,63,182
223,162,76
224,79,97
225,37,89
226,123,11
227,25,91
228,151,196
229,120,69
230,170,31
231,119,53
232,171,93
233,101,120
234,142,186
235,83,133
236,88,106
237,94,167
238,38,122
239,193,64
240,72,23
241,124,48
242,195,115
243,116,133
244,189,180
245,194,10
246,154,164
247,114,182
248,190,123
249,114,199
250,136,143
251,94,43
252,107,19
253,161,129
254,47,129
255,113,13
256,14,159
257,56,80
258,145,80
259,161,167
260,143,152
261,78,38
262,153,29
263,131,173
264,100,36
265,197,86
266,69,115
267,164,98
268,87,77
269,50,91
270,166,93
271,193,177
272,167,66
273,63,68
274,165,186
275,91,174
276,192,144
277,44,60
278,83,30
279,82,57
280,35,34
281,165,194
282,63,78
283,98,42
284,191,27
285,175,148
286,14,192
287,103,116
288,153,126
289,100,144
290,79,183
291,66,40
292,35,134
293,77,46
294,85,149
295,65,77
296,199,110
297,87,173
298,167,72
299,129,176
300,139,152
301,51,52
302,178,132
303,109,124
304,73,60
305,177,127
306,197,199
307,111,100
308,150,53
309,137,14
310,84,61
311,167,174
312,197,22
313,80,168
314,97,50
315,162,130
316,139,149
317,176,108
318,116,192
319,193,163
320,80,73
321,196,190
322,123,169
323,156,171
324,58,13
325,142,91
326,169,43
327,74,155
328,13,176
329,112,149
330,192,15
331,122,84
332,71,22
333,38,55
334,141,23
335,170,187
336,16,170
337,65,116
338,69,167
339,67,164
340,60,22
341,190,97
342,129,129
343,69,192
344,156,143
345,63,96
346,89,53
347,60,11
348,181,126
349,45,33
350,149,101
351,52,154
352,53,145
353,151,88
354,82,13
355,146,104
356,94,42
357,171,198
358,16,198
359,85,94
360,67,46
361,102,99
362,100,184
363,143,102
364,177,160
365,14,83
366,134,168
367,89,166
368,194,151
369,103,21
370,135,129
371,181,17
372,90,86
373,178,116
374,124,121
375,62,179
376,21,18
377,79,77
378,144,175
379,65,134
380,107,141
381,41,35
382,30,82
383,131,58
384,39,72
385,127,36
386,77,178
387,184,179
388,32,54
389,18,72
390,118,86
391,103,194
392,197,137
393,116,120
394,53,190
395,120,94
396,72,68
397,112,63
398,131,30
399,26,82
400,141,52
401,11,25
402,35,69
403,172,50
404,171,152
405,20,192
406,87,167
407,158,143
408,89,129
409,193,128
410,162,122
411,42,26
412,132,65
413,190,54
414,70,198
415,28,172
416,78,130
417,16,140
418,91,152
419,16,175
420,175,12
421,65,182
422,104,141
423,157,53
424,21,92
425,192,161
426,47,135
427,153,152
428,17,95
429,68,134
430,98,48
431,147,24
432,193,22
433,17,134
434,59,115
435,164,148
436,156,165
437,158,70
438,135,93
439,177,133
440,67,139
441,146,86
442,150,69
443,68,131
444,112,82
445,120,45
446,137,136
447,47,197
448,82,102
449,87,13
450,129,147
451,69,147
452,195,120
453,25,116
454,158,196
455,179,156
456,135,186
457,91,123
458,189,109
459,32,15
460,71,47
461,85,181
462,70,155
463,64,35
464,134,83
465,121,44
466,114,112
467,14,170
468,162,49
469,170,140
